"ensembl_gene_id","gene_symbol","description","gene_biotype","chromosome","start","end"
"FBgn0284244","l(2)k05911","lethal (2) k05911","protein_coding","2L",13251509,13257426
"FBgn0284245","eEF1alpha1","eukaryotic translation elongation factor 1 alpha 1","protein_coding","2R",11891135,11895762
"FBgn0284246","l(2)k09848","lethal (2) k09848","protein_coding","2R",6074471,6076367
"FBgn0284247","ds","dachsous","protein_coding","2L",640013,714983
"FBgn0284248","Cyt-c-p","Cytochrome c proximal","protein_coding","2L",16719932,16722644
"FBgn0284249","Adf1","Adh transcription factor 1","protein_coding","2R",6662265,6668085
"FBgn0284251","l(2)05287","lethal (2) 05287","protein_coding","2L",21094966,21102429
"FBgn0284252","Letm1","Leucine zipper and EF-hand containing transmembrane protein 1","protein_coding","2R",24509508,24515320
"FBgn0284253","LeuRS","Leucyl-tRNA synthetase","protein_coding","2L",3510328,3514656
"FBgn0284254","Impbeta11","Importin beta11","protein_coding","2R",15682719,15687415
"FBgn0284255","Arpc4","Actin-related protein 2/3 complex, subunit 4","protein_coding","2L",6125132,6125911
"FBgn0284256","bsf","bicoid stability factor","protein_coding","2L",18449517,18454587
"FBgn0284257","Ttd14","TRPL translocation defect 14","protein_coding","2R",18430315,18440475
"FBgn0284408","trol","terribly reduced optic lobes","protein_coding","X",2470460,2545427
"FBgn0284409","lncRNA:TS1","long noncoding RNA: testis-specific 1","ncRNA","2L",20550951,20551354
"FBgn0284410","lncRNA:TS2","long noncoding RNA: testis-specific 2","ncRNA","2L",3587068,3587469
"FBgn0284411","lncRNA:TS3","long noncoding RNA: testis-specific 3","ncRNA","3L",20557218,20557810
"FBgn0284412","lncRNA:CR46326","long non-coding RNA:CR46326","ncRNA","3L",20558197,20558520
"FBgn0284413","lncRNA:TS4","long noncoding RNA: testis-specific 4","ncRNA","2L",2639185,2640081
"FBgn0284414","lncRNA:CR46328","long non-coding RNA:CR46328","ncRNA","2L",2637669,2638540
"FBgn0284415","lncRNA:TS6","long noncoding RNA: testis-specific 6","ncRNA","2L",4655478,4656209
"FBgn0284416","lncRNA:TS9","long noncoding RNA: testis-specific 9","ncRNA","2L",12774054,12775252
"FBgn0284417","lncRNA:TS20","long noncoding RNA: testis-specific 20","ncRNA","3R",5970760,5971291
"FBgn0284418","lncRNA:TS25","long noncoding RNA: testis-specific 25","ncRNA","3R",11307669,11307886
"FBgn0284419","lncRNA:TS26","long noncoding RNA: testis-specific 26","ncRNA","3R",13541913,13542314
"FBgn0284420","lncRNA:TS27","long noncoding RNA: testis-specific 27","ncRNA","3R",27999908,28001015
"FBgn0284421","Psn","Presenilin","protein_coding","3L",20432468,20435156
"FBgn0284435","tyn","trynity","protein_coding","X",140318,200663
"FBgn0284436","CCT8","Chaperonin containing TCP1 subunit 8","protein_coding","2R",8904844,8906990
"FBgn0284442","Mcm3","Minichromosome maintenance 3","protein_coding","X",5323855,5326738
"FBgn0284444","ddbt","deadbeat","protein_coding","3L",317084,317789
"FBgn0285879","disco-r","disco-related","protein_coding","X",16118067,16148977
"FBgn0285892","tea","telomere ends associated","protein_coding","2R",9891955,9898513
"FBgn0285896","btl","breathless","protein_coding","3L",14075772,14083229
"FBgn0285910","VhaAC39-1","Vacuolar H[+] ATPase AC39 subunit 1","protein_coding","X",3880748,3882967
"FBgn0285911","Vps16A","Vacuolar protein sorting 16A","protein_coding","3R",9267019,9270224
"FBgn0285912","mah","mahogany","protein_coding","3R",24947632,24949539
"FBgn0285913","red","red Malpighian tubules","protein_coding","3R",14289071,14302276
"FBgn0285917","sbb","scribbler","protein_coding","2R",18278198,18357296
"FBgn0285925","Fas1","Fasciclin 1","protein_coding","3R",16625238,16639771
"FBgn0285926","Imp","IGF-II mRNA-binding protein","protein_coding","X",10787869,10824277
"FBgn0285937","Rab1","Rab1","protein_coding","3R",21266029,21269060
"FBgn0285938","CG46335","","protein_coding","3R",27366658,27368717
"FBgn0285940","lncRNA:CR46336","long non-coding RNA:CR46336","ncRNA","2R",12903794,12906236
"FBgn0285941","lncRNA:CR46337","long non-coding RNA:CR46337","ncRNA","2R",12904545,12906237
"FBgn0285943","knon","knotted onions","protein_coding","2R",16496889,16499429
"FBgn0285944","para","paralytic","protein_coding","X",16455027,16533096
"FBgn0285947","RpS10b","Ribosomal protein S10b","protein_coding","X",19598031,19599806
"FBgn0285948","RpL27A","Ribosomal protein L27A","protein_coding","2L",4457186,4458364
"FBgn0285949","RpL31","Ribosomal protein L31","protein_coding","2R",9587193,9587989
"FBgn0285950","RpL19","Ribosomal protein L19","protein_coding","2R",24967877,24969547
"FBgn0285951","mRpS34","mitochondrial ribosomal protein S34","protein_coding","3L",16348074,16348782
"FBgn0285952","eEF5","eukaryotic translation elongation factor 5","protein_coding","2R",24057798,24059483
"FBgn0285954","caz","cabeza","protein_coding","X",16288810,16293520
"FBgn0285955","cv-c","crossveinless c","protein_coding","3R",14391683,14481713
"FBgn0285958","Fuca","alpha-L-fucosidase","protein_coding","3L",11518798,11522713
"FBgn0285959","sisRNA:1","stable intronic sequence RNA 1","ncRNA","3R",5609245,5609611
"FBgn0285963","CG46339","","protein_coding","3R",26915761,26945309
"FBgn0285966","hpRNA:1","hairpin RNA 1","ncRNA","3R",19920708,19920862
"FBgn0285969","sisRNA:4","stable intronic sequence RNA 4","ncRNA","2R",8230532,8231065
"FBgn0285970","CG32500","","protein_coding","X",21621541,21623750
"FBgn0285971","prg","piragua","protein_coding","2L",8464488,8466694
"FBgn0285975","mir-10404-1","mir-10404-1 stem loop","ncRNA","rDNA",46106,46174
"FBgn0285976","mir-10404-2","mir-10404-2 stem loop","ncRNA","rDNA",70290,70358
"FBgn0285991","hpRNA:CR18854","hairpin RNA:CR18854","ncRNA","2L",9787294,9790745
"FBgn0285992","hpRNA:CR46342","hairpin RNA:CR46342","ncRNA","X",4921677,4928133
"FBgn0285993","hpRNA:CR46343","hairpin RNA:CR46343","ncRNA","3R",19326954,19327168
"FBgn0285994","hpRNA:CR46340","hairpin RNA:CR46340","ncRNA","3L",21576445,21576683
"FBgn0286004","mir-4966-2","mir-4966-2 stem loop","ncRNA","X",19558607,19558693
"FBgn0286005","mir-11182","mir-11182 stem loop","ncRNA","2R",18180151,18180205
"FBgn0286006","mir-281-1","mir-281-1 stem loop","ncRNA","2R",12170373,12170462
"FBgn0286007","mir-281-2","mir-281-2 stem loop","ncRNA","2R",12170153,12170244
"FBgn0286027","Rnmt","RNA guanine-7 methyltransferase","protein_coding","2L",15009939,15011764
"FBgn0286028","lncRNA:CR46348","long non-coding RNA:CR46348","ncRNA","3L",22570364,22572033
"FBgn0286029","lncRNA:CR46349","long non-coding RNA:CR46349","ncRNA","X",4074961,4075428
"FBgn0286030","lncRNA:CR46350","long non-coding RNA:CR46350","ncRNA","3R",9283875,9284525
"FBgn0286031","lncRNA:CR46351","long non-coding RNA:CR46351","ncRNA","3R",12645719,12646077
"FBgn0286032","lncRNA:CR46352","long non-coding RNA:CR46352","ncRNA","3R",5042652,5043025
"FBgn0286033","lncRNA:CR46353","long non-coding RNA:CR46353","ncRNA","3L",18323584,18323985
"FBgn0286034","asRNA:CR46354","antisense RNA:CR46354","ncRNA","3R",13459671,13466106
"FBgn0286035","sisRNA:CR46357","stable intronic sequence RNA CR46357","ncRNA","3R",9630255,9630440
"FBgn0286036","sisRNA:CR46358","stable intronic sequence RNA CR46358","ncRNA","3R",4639789,4640004
"FBgn0286037","sisRNA:3","stable intronic sequence RNA 3","ncRNA","3L",22269932,22270220
"FBgn0286038","sisRNA:CR46360","stable intronic sequence RNA CR46360","ncRNA","2R",8231104,8231588
"FBgn0286039","sisRNA:CR46361","stable intronic sequence RNA CR46361","ncRNA","2R",6615752,6615923
"FBgn0286040","sisRNA:2","stable intronic sequence RNA 2","ncRNA","X",16612777,16613274
"FBgn0286041","sisRNA:CR46363","stable intronic sequence RNA CR46363","ncRNA","3R",13970739,13970942
"FBgn0286042","sisRNA:CR46364","stable intronic sequence RNA CR46364","ncRNA","3R",25246874,25247422
"FBgn0286051","Rexo5","RNA exonuclease 5","protein_coding","3L",6603684,6608739
"FBgn0286070","cnk","connector enhancer of ksr","protein_coding","2R",17413970,17420007
"FBgn0286071","AdamTS-A","ADAM metallopeptidase with thrombospondin type 1 motif A","protein_coding","3R",15442246,15476193
"FBgn0286075","DNAlig3","DNA ligase 3","protein_coding","3R",12399011,12401839
"FBgn0286198","LKRSDH","Lysine ketoglutarate reductase/saccharopine dehydrogenase","protein_coding","2L",7791175,7795959
"FBgn0286199","shps","sheepish","protein_coding","3R",24279572,24281576
"FBgn0286203","stw","straw","protein_coding","2R",5413744,5456095
"FBgn0286204","ich","ichor","protein_coding","3R",8950246,8963037
"FBgn0286213","RpS12","Ribosomal protein S12","protein_coding","3L",13023352,13024762
"FBgn0286222","Fum1","Fumarase 1","protein_coding","X",6678424,6681845
"FBgn0286506","Mpi","Mannose phosphate isomerase","protein_coding","3R",9759622,9761208
"FBgn0286507","vrs","versager","protein_coding","3R",12447653,12449046
"FBgn0286508","Had1","beta Hydroxy acid dehydrogenase 1","protein_coding","X",16306912,16308667
"FBgn0286511","Pld","Phospholipase D","protein_coding","2R",6242004,6255266
"FBgn0286516","aqz","aaquetzalli","protein_coding","3R",8813490,8820682
"FBgn0286517","mir-10404-3","mir-10404-3 stem loop","ncRNA","X",23205159,23205227
"FBgn0286518","mir-10404-4","mir-10404-4 stem loop","ncRNA","X",23291450,23291518
"FBgn0286519","mir-10404-5","mir-10404-5 stem loop","ncRNA","X",23538215,23538283
"FBgn0286567","gry","gryzun","protein_coding","3L",3199090,3211348
"FBgn0286723","hll","heimdall","protein_coding","2L",14027001,14029368
"FBgn0286726","snoRNA:Or-ACA6","snoRNA:Orphan H/ACA box 6","snoRNA","2R",10081188,10081325
"FBgn0286727","snoRNA:Or-ACA7","snoRNA:Orphan H/ACA box 7","snoRNA","2R",10080613,10080694
"FBgn0286728","snoRNA:Or-CD13","snoRNA:Orphan C/D box 13","snoRNA","2R",10082253,10082322
"FBgn0286729","snoRNA:Or-CD15","snoRNA:Orphan C/D box 15","snoRNA","3L",1667151,1667247
"FBgn0286730","snoRNA:Me28S-A2629","snoRNA:Me28S-A2629","snoRNA","3L",10537618,10537758
"FBgn0286731","snoRNA:Or-ACA8","snoRNA:Orphan H/ACA box 8","snoRNA","3L",11889842,11889935
"FBgn0286732","snoRNA:Or-CD14","snoRNA:Orphan C/D box 14","snoRNA","2L",2014449,2014575
"FBgn0286733","snoRNA:Me28S-C2789","snoRNA:Me28S-C2789","snoRNA","2L",21034775,21034923
"FBgn0286734","snoRNA:Me18S-G1506","snoRNA:Me18S-G1506","snoRNA","2L",16561050,16561197
"FBgn0286735","scaRNA:MeU1:95C-A24","small Cajal body-specific RNA : MeU1-A24","snoRNA","2L",901976,902082
"FBgn0286736","snoRNA:Or-ACA9","snoRNA:Orphan H/ACA box 9","ncRNA","3R",15472138,15472648
"FBgn0286737","snoRNA:Or-CD16","snoRNA:Orphan CD box 16","ncRNA","2L",3504032,3504182
"FBgn0286738","scaRNA:MeU4:25F-C137","small Cajal body-specific RNA : MeU4:25F-C137","ncRNA","3R",5584502,5584644
"FBgn0286739","snoRNA:Me28S-C993","snoRNA:Me28S-C993","ncRNA","3L",10196162,10196254
"FBgn0286740","snoRNA:Or-CD17","snoRNA:Orphan CD box 17","ncRNA","2R",17070586,17070688
"FBgn0286741","CG46383","","protein_coding","3R",15950201,15950943
"FBgn0286758","snoRNA:Me18S-G1358c","small nucleolar RNA Me18S-G1358c","snoRNA","3L",27267383,27267450
"FBgn0286778","CG46385","","protein_coding","2R",7737019,7782637
"FBgn0286781","cass","cassowary","protein_coding","2L",17474912,17477888
"FBgn0286782","flz","filzig","protein_coding","2R",8969346,8985900
"FBgn0286783","Etf-QO","Electron transfer flavoprotein-ubiquinone oxidoreductase","protein_coding","2R",9910893,9913488
"FBgn0286784","TER94","Transitional endoplasmic reticulum 94","protein_coding","2R",9989159,9993559
"FBgn0286785","scb","scab","protein_coding","2R",15248784,15258498
"FBgn0286786","hoip","hoi-polloi","protein_coding","2L",9699791,9700459
"FBgn0286788","Orc1","Origin recognition complex subunit 1","protein_coding","2R",7522437,7525716
"FBgn0286809","xmas","xmas","protein_coding","X",17151231,17159306
"FBgn0286813","SRPK","SR Protein Kinase","protein_coding","2R",15380724,15387851
"FBgn0286818","Pdi","Protein disulfide isomerase","protein_coding","3L",15137738,15142840
"FBgn0286827","lncRNA:CR43334","long non-coding RNA:CR43334","ncRNA","3L",628435,643900
"FBgn0286828","dind","diamond","protein_coding","3R",18674626,18677539
"FBgn0286833","CG46387","","protein_coding","3L",9898626,9899387
"FBgn0286834","CG46388","","protein_coding","2R",18231565,18232294
"FBgn0286852","naz","nazgul","protein_coding","3R",18316075,18328942
"FBgn0286867","lncRNA:osk","long non-coding RNA:osk","ncRNA","3R",8935716,8938395
"FBgn0286868","lncRNA:SMRG","Scutellar Macrochaetes Regulatory Gene","ncRNA","X",12680687,12682560
"FBgn0286869","lncRNA:CR46391","long non-coding RNA:CR46391","ncRNA","X",14857061,14857617
"FBgn0286870","lncRNA:enrr","elav noncoding regulatory RNA","ncRNA","X",513106,523226
"FBgn0286871","lncRNA:CR46393","long non-coding RNA:CR46393","ncRNA","3R",19212154,19212727
"FBgn0286872","CG46394","","protein_coding","3L",11600370,11600901
"FBgn0286873","CG46395","","protein_coding","2R",21498581,21498818
"FBgn0286874","CG46396","","protein_coding","3R",6304038,6304505
"FBgn0286875","CG46397","","protein_coding","2L",8947266,8947871
"FBgn0286876","CG46398","","protein_coding","2R",23840995,23841504
"FBgn0286877","CG46399","","protein_coding","X",14859251,14860015
"FBgn0286878","sbRNA:1","stem-bulge RNA 1","ncRNA","X",16633124,16633208
"FBgn0286879","CR46401","","pseudogene","3R",5163822,5164106
"FBgn0286880","CR46402","","pseudogene","3R",23893518,23894162
"FBgn0286881","CR46403","","pseudogene","X",18490028,18490545
"FBgn0286882","CR46404","","pseudogene","2L",2669228,2669622
"FBgn0286883","CR46405","","pseudogene","4",215957,216263
"FBgn0286884","CR46406","","pseudogene","3R",31045295,31045561
"FBgn0286885","CR46407","","pseudogene","3R",13313340,13313974
"FBgn0286889","lncRNA:CR46408","long non-coding RNA:CR46408","ncRNA","2L",15399123,15399392
"FBgn0286890","lncRNA:CR46409","long non-coding RNA:CR46409","ncRNA","2R",11086294,11086898
"FBgn0286891","lncRNA:CR46410","long non-coding RNA:CR46410","ncRNA","2L",6271073,6271503
"FBgn0286892","lncRNA:CR46411","long non-coding RNA:CR46411","ncRNA","2L",14745871,14746176
"FBgn0286893","CG46412","","protein_coding","3L",11563587,11564072
"FBgn0286898","Tango1","Transport and Golgi organization 1","protein_coding","2L",6649388,6654574
"FBgn0286913","CR46413","","pseudogene","2L",19557555,19558205
"FBgn0286914","lncRNA:CR46414","long non-coding RNA:CR46414","ncRNA","3L",11598012,11598821
"FBgn0286915","CR46415","","pseudogene","3R",13838388,13838522
"FBgn0286916","lncRNA:CR46416","long non-coding RNA:CR46416","ncRNA","2L",20477264,20477586
"FBgn0286917","CR46417","","pseudogene","X",620421,620597
"FBgn0286918","CR46418","","pseudogene","3R",32023064,32023483
"FBgn0286919","CR46419","","pseudogene","X",680346,680773
"FBgn0286920","CR46420","","pseudogene","2R",11122387,11123389
"FBgn0286921","CR46421","","pseudogene","2R",11126156,11127155
"FBgn0286925","CR46422","","pseudogene","3L",18677931,18679297
"FBgn0286926","CR46423","","pseudogene","3R",21737497,21737679
"FBgn0286927","CR46424","","pseudogene","2L",21837085,21837434
"FBgn0286928","CR46425","","pseudogene","X",23101576,23102262
"FBgn0286929","CG46426","","protein_coding","2L",11842828,11843661
"FBgn0286930","CG46427","","protein_coding","3R",12437817,12439139
"FBgn0286931","CG46428","","protein_coding","2R",17564340,17565852
"FBgn0286932","CG46429","","protein_coding","2R",23713900,23733183
"FBgn0286933","CG46430","","protein_coding","3L",10478514,10479447
"FBgn0286937","lncRNA:CR46431","long non-coding RNA:CR46431","ncRNA","3R",4172273,4172577
"FBgn0286938","CR46432","","pseudogene","3L",8809523,8810031
"FBgn0286939","CG46433","","protein_coding","2R",15698726,15701696
"FBgn0286940","CG46434","","protein_coding","3L",19538425,19544205
"FBgn0286941","CG46435","","protein_coding","3L",19545110,19547293
"FBgn0286976","Osi10a","Osiris 10a","protein_coding","3R",6263958,6265465
"FBgn0286977","Osi10b","Osiris 10b","protein_coding","3R",6266190,6267457
"FBgn0286979","CG46439","","protein_coding","3L",11093371,11096245
"FBgn0286980","Iyd","Iodotyrosine deiodinase","protein_coding","3L",11093371,11096245
"FBgn0287182","l(3)80Fj","lethal (3) 80Fj","protein_coding","3L",27967244,28012599
"FBgn0287183","l(3)80Fg","lethal (3) 80Fg","protein_coding","3L",25798441,26014112
"FBgn0287184","FASN3","Fatty acid synthase 3","protein_coding","3L",25752859,25762779
"FBgn0287185","nvd","neverland","protein_coding","3L",24324866,24401655
"FBgn0287186","scro","scarecrow","protein_coding","3L",24724162,24758036
"FBgn0287187","mRpS5","mitochondrial ribosomal protein S5","protein_coding","3L",24537236,24543534
"FBgn0287204","Cog8","Component of oligomeric golgi complex 8","protein_coding","2L",11496804,11498948
"FBgn0287209","Gfat1","Glutamine:fructose-6-phosphate aminotransferase 1","protein_coding","3R",4126442,4137882
"FBgn0287210","CG46440","","protein_coding","X",15854857,15857823
"FBgn0287211","CG46441","","protein_coding","3R",20501316,20502010
"FBgn0287212","CG46442","","protein_coding","2R",22425576,22425981
"FBgn0287213","CG46443","","protein_coding","2R",20075686,20076494
"FBgn0287214","lncRNA:CR46444","long non-coding RNA:CR46444","ncRNA","2R",20073970,20075177
"FBgn0287215","lncRNA:CR46445","long non-coding RNA:CR46445","ncRNA","2R",20064280,20065437
"FBgn0287216","lncRNA:CR46446","long non-coding RNA:CR46446","ncRNA","2R",20066483,20067395
"FBgn0287217","CR46447","","pseudogene","X",1953652,1954480
"FBgn0287218","CG46448","","protein_coding","2L",2391660,2392105
"FBgn0287225","bor","belphegor","protein_coding","3R",16261355,16264115
"FBgn0287234","slf","schlaff","protein_coding","2L",4796600,4801923
"FBgn0287423","Nplp2","Neuropeptide-like precursor 2","protein_coding","3L",13356376,13357223
"FBgn0287454","Pa1","PTIP associated 1","protein_coding","X",11359236,11360929
"FBgn0287460","lncRNA:CR46449","long non-coding RNA:CR46449","ncRNA","3L",10301365,10301814
"FBgn0287461","lncRNA:CR46450","long non-coding RNA:CR46450","ncRNA","2L",23176238,23177906
"FBgn0287462","lncRNA:CR46451","long non-coding RNA:CR46451","ncRNA","3L",9036594,9040929
"FBgn0287463","asRNA:CR46452","antisense RNA:CR46452","ncRNA","3R",27929662,27931376
"FBgn0287464","asRNA:CR46453","antisense RNA:CR46453","ncRNA","2R",9971397,9972752
"FBgn0287465","lncRNA:CR46454","long non-coding RNA:CR46454","ncRNA","2L",11448067,11466783
"FBgn0287466","lncRNA:CR46455","long non-coding RNA:CR46455","ncRNA","2R",9973113,9974616
"FBgn0287478","Camta","Calmodulin-binding transcription activator","protein_coding","2R",9446046,9480076
"FBgn0287585","Pss","Phosphatidylserine synthase","protein_coding","3L",20522440,20526174
"FBgn0287586","CG46456","","protein_coding","3L",5343619,5355346
"FBgn0287587","CG46457","","protein_coding","3R",13528597,13529356
"FBgn0287588","CG46458","","protein_coding","3R",6896253,6958370
"FBgn0287589","CG46459","","protein_coding","3R",10696647,10698976
"FBgn0287590","CG46460","","protein_coding","3L",4224710,4227302
"FBgn0287591","CR46461","","pseudogene","3L",12907085,12907635
"FBgn0287592","CG46462","","protein_coding","3L",19931691,19932331
"FBgn0287594","CG46463","","protein_coding","3L",3461315,3466314
"FBgn0287595","CG46464","","protein_coding","X",17422320,17443994
